Date,Open,High,Low,Close,Volume,Adj Close
2013-10-04,157.08,157.25,156.09,156.55,2984500,155.51
2013-10-03,158.63,159.16,155.46,156.85,2949500,155.81
2013-10-02,157.69,159.58,157.52,158.67,2431000,157.62
2013-10-01,158.86,160.31,157.56,159.00,2465300,157.95
2013-09-30,157.72,159.14,156.57,158.21,2803600,157.16
2013-09-27,160.69,160.95,159.43,159.85,3679100,158.79
2013-09-26,162.90,163.93,161.04,162.29,2711400,161.21
2013-09-25,163.26,163.69,161.16,162.31,3614600,161.23
2013-09-24,165.52,166.40,162.97,162.97,3422600,161.89
2013-09-23,168.18,168.46,164.72,165.25,4816200,164.15
2013-09-20,168.00,169.75,164.03,169.75,20410100,168.63
2013-09-19,169.69,170.00,166.88,167.78,3534700,166.67
2013-09-18,166.50,169.09,165.64,168.06,3422400,166.95
2013-09-17,167.19,167.58,165.66,167.42,2653700,166.31
2013-09-16,166.31,168.57,165.19,167.03,3553100,165.92
2013-09-13,164.38,164.72,162.96,164.00,2231500,162.91
2013-09-12,164.84,165.31,163.07,163.35,2690000,162.27
2013-09-11,164.93,165.79,163.78,165.06,2233100,163.97
2013-09-10,162.98,165.53,162.56,165.14,5265900,164.05
2013-09-09,157.41,159.70,157.16,159.49,2150400,158.43
2013-09-06,156.98,157.71,153.42,156.66,2464000,155.62
2013-09-05,155.99,158.05,155.57,156.17,2443900,155.14
2013-09-04,154.76,157.25,154.35,155.74,2194200,154.71
2013-09-03,154.48,156.04,153.52,154.76,2464800,153.73
2013-08-30,153.77,153.98,151.33,152.13,2234000,151.12
2013-08-29,152.37,154.68,152.09,153.63,2133000,152.61
2013-08-28,153.00,154.15,151.45,152.97,2343200,151.96
2013-08-27,155.72,156.53,152.93,153.23,3672000,151.72
2013-08-26,158.41,160.70,157.75,157.90,1885200,156.34
2013-08-23,159.59,159.79,158.00,158.65,1495800,157.08
2013-08-22,157.81,159.66,157.20,159.41,2302700,157.84
2013-08-21,158.78,159.23,156.51,157.11,3053800,155.56
2013-08-20,158.72,160.03,157.78,159.56,2288700,157.99
2013-08-19,160.17,160.79,158.53,158.63,2228400,157.06
2013-08-16,160.28,162.29,160.03,160.66,2024300,159.07
2013-08-15,161.91,161.97,160.07,160.75,2206900,159.16
2013-08-14,163.85,164.80,162.93,163.34,1667400,161.73
2013-08-13,161.99,164.55,160.95,163.71,2309600,162.09
2013-08-12,161.73,162.38,160.55,161.69,1982000,160.09
2013-08-09,162.40,164.10,162.02,162.13,2012000,160.53
2013-08-08,164.75,166.43,162.83,162.84,2818400,161.23
2013-08-07,164.00,164.23,162.05,163.45,2131000,161.84
2013-08-06,168.07,168.28,164.47,164.78,3598500,163.15
2013-08-05,167.28,169.69,166.44,168.32,2618400,166.66
2013-08-02,166.83,167.90,166.46,167.62,1866700,165.97
2013-08-01,165.74,167.90,164.88,167.49,3251900,165.84
2013-07-31,162.53,165.97,162.43,164.03,3700300,162.41
2013-07-30,163.49,164.01,162.33,162.43,2553300,160.83
2013-07-29,164.63,164.83,162.02,163.17,2823600,161.56
2013-07-26,165.05,165.65,164.27,165.26,2372200,163.63
2013-07-25,164.28,166.00,163.69,165.91,2236200,164.27
2013-07-24,166.75,166.89,164.44,165.04,2548100,163.41
2013-07-23,166.50,167.41,165.48,166.26,2545400,164.62
2013-07-22,163.95,166.33,163.88,166.25,2741100,164.61
2013-07-19,163.75,164.85,162.58,164.36,3329700,162.74
2013-07-18,161.58,164.58,161.50,164.06,3462700,162.44
2013-07-17,159.84,161.99,159.50,161.50,3715000,159.91
2013-07-16,163.92,164.30,159.43,160.24,5972700,158.66
2013-07-15,162.80,163.39,161.16,163.00,4129900,161.39
2013-07-12,158.62,160.28,158.55,160.11,2844600,158.53
2013-07-11,158.50,159.74,156.11,157.71,2965700,156.15
2013-07-10,156.57,157.62,154.67,155.83,2430100,154.29
2013-07-09,154.99,157.44,153.17,156.94,3127100,155.39
2013-07-08,154.58,154.80,152.88,153.81,2699100,152.29
2013-07-05,152.30,153.29,151.50,153.24,2243700,151.73
2013-07-03,149.62,151.42,149.28,150.43,1267700,148.95
2013-07-02,151.16,153.19,149.90,150.92,3091600,149.43
2013-07-01,152.78,154.10,151.70,151.75,2496100,150.25
2013-06-28,152.69,152.77,151.00,151.25,3011300,149.76
2013-06-27,153.03,154.99,152.61,153.51,2654900,152.00
2013-06-26,154.48,154.56,150.75,151.66,3580400,150.16
2013-06-25,152.45,154.31,151.55,153.06,3274600,151.55
2013-06-24,151.99,152.60,148.71,150.78,4013200,149.29
2013-06-21,157.00,157.26,152.30,154.25,5390200,152.73
2013-06-20,159.15,159.99,154.84,155.41,6488600,153.88
2013-06-19,164.16,164.93,161.51,161.56,3557100,159.97
2013-06-18,164.15,164.87,163.05,164.15,2060700,162.53
2013-06-17,164.08,165.67,162.90,164.11,2628300,162.49
2013-06-14,165.74,166.11,162.91,162.92,2970600,161.31
2013-06-13,161.20,166.39,161.07,165.82,3768500,164.18
2013-06-12,164.98,164.98,161.07,161.86,3243300,160.26
2013-06-11,165.35,166.40,163.19,163.31,3858100,161.70
2013-06-10,166.70,168.20,165.29,167.49,3914200,165.84
2013-06-07,160.97,166.17,160.59,166.01,5690300,164.37
2013-06-06,158.30,159.79,156.34,159.68,3243900,158.10
2013-06-05,161.43,162.89,157.55,158.30,4138300,156.74
2013-06-04,163.46,165.74,160.50,161.68,3977300,160.08
2013-06-03,161.56,163.74,159.79,163.56,4557300,161.95
2013-05-31,163.95,165.83,162.07,162.08,4404800,160.48
2013-05-30,162.66,165.45,161.00,164.35,4336200,162.73
2013-05-29,159.74,164.13,159.41,162.87,4969100,161.26
2013-05-28,160.92,162.68,159.91,160.70,4471200,159.11
2013-05-24,155.57,158.92,155.29,158.72,3317100,156.66
2013-05-23,156.36,158.89,154.62,157.41,5619800,155.37
2013-05-22,160.61,164.47,158.53,159.34,6176200,157.27
2013-05-21,158.67,161.74,158.53,160.73,4077900,158.64
2013-05-20,157.58,160.49,157.52,158.90,4010100,156.84
2013-05-17,155.41,158.70,155.00,158.18,4177000,156.13
2013-05-16,154.73,157.49,153.96,154.47,3233800,152.46
2013-05-15,154.04,156.28,153.79,155.61,4177800,153.59
2013-05-14,149.50,154.94,149.50,154.52,5825300,152.51
2013-05-13,147.67,150.33,147.06,149.63,2975200,147.69
2013-05-10,148.57,149.18,147.50,149.10,2632400,147.16
2013-05-09,150.10,150.86,148.25,148.54,2819500,146.61
2013-05-08,149.13,150.99,148.40,150.26,3519200,148.31
2013-05-07,149.41,149.94,147.55,149.32,3137600,147.38
2013-05-06,145.92,149.54,145.64,148.45,3740400,146.52
2013-05-03,145.31,146.84,145.06,145.37,4018800,143.48
2013-05-02,142.68,143.67,140.39,143.67,4331900,141.80
2013-05-01,145.83,145.83,142.40,142.61,3509000,140.76
2013-04-30,145.19,146.54,144.56,146.07,2586300,144.17
2013-04-29,144.54,145.90,143.91,145.11,2715300,143.23
2013-04-26,144.50,145.41,143.07,144.11,2235200,142.24
2013-04-25,144.11,146.05,143.75,144.76,2637400,142.88
2013-04-24,143.27,144.45,142.95,143.93,2785200,142.06
2013-04-23,140.44,143.39,139.92,142.94,3698200,141.08
2013-04-22,139.01,139.85,137.29,139.52,3187100,137.71
2013-04-19,139.31,139.84,137.85,138.72,3962600,136.92
2013-04-18,140.09,140.90,137.42,138.60,4819700,136.80
2013-04-17,142.99,143.60,138.05,140.60,6361500,138.77
2013-04-16,148.13,148.43,142.14,144.10,8274400,142.23
2013-04-15,148.75,151.45,145.53,146.46,5554900,144.56
2013-04-12,148.40,149.60,147.01,149.12,3131400,147.18
2013-04-11,149.46,150.59,148.22,149.07,2951800,147.13
2013-04-10,147.30,149.74,147.24,149.46,3127600,147.52
2013-04-09,144.32,147.57,144.07,146.52,3262800,144.62
2013-04-08,143.83,144.12,141.84,143.82,2908700,141.95
2013-04-05,140.61,143.80,140.34,143.69,3864300,141.82
2013-04-04,143.52,144.95,142.24,142.99,3423800,141.13
2013-04-03,146.76,146.87,142.18,143.41,4373300,141.55
2013-04-02,145.27,147.49,144.77,146.68,3374100,144.78
2013-04-01,146.67,148.06,144.60,146.04,2581100,144.14
2013-03-28,148.12,149.06,147.13,147.15,3701300,145.24
2013-03-27,145.88,148.63,145.86,147.84,3964800,145.92
2013-03-26,148.29,148.34,144.87,146.54,3860400,144.64
2013-03-25,147.99,148.66,144.68,146.11,3775400,144.21
2013-03-22,146.51,147.70,145.61,146.60,3456800,144.70
2013-03-21,149.29,150.22,145.37,145.38,4704000,143.49
2013-03-20,150.02,151.48,149.25,150.13,2883800,148.18
2013-03-19,152.61,153.09,147.82,148.84,4726900,146.91
2013-03-18,152.53,153.11,150.89,151.95,3788100,149.98
2013-03-15,151.35,155.63,151.30,154.84,7301200,152.83
2013-03-14,152.27,154.34,152.16,154.02,3886600,152.02
2013-03-13,152.03,152.87,150.58,151.91,3356400,149.94
2013-03-12,153.30,153.80,150.46,151.85,3432200,149.88
2013-03-11,152.45,154.32,152.36,153.30,3586400,151.31
2013-03-08,155.89,156.23,152.01,152.98,6615000,150.99
2013-03-07,154.70,157.19,154.50,156.62,3886300,154.59
2013-03-06,154.06,155.05,152.80,154.13,3593200,152.13
2013-03-05,153.45,154.96,152.80,152.96,4589300,150.97
2013-03-04,150.01,152.47,149.71,152.18,3209200,150.20
2013-03-01,148.12,151.70,147.22,150.53,4538400,148.58
2013-02-28,151.35,152.40,149.76,149.76,4956000,147.82
2013-02-27,147.87,152.05,147.76,151.65,4695000,149.68
2013-02-26,148.11,149.46,146.71,148.00,5686600,146.08
2013-02-25,155.19,155.69,147.60,147.65,6294200,145.24
2013-02-22,152.37,154.13,152.05,154.09,4772700,151.57
2013-02-21,153.72,153.95,149.80,150.88,8318000,148.42
2013-02-20,158.22,158.50,154.56,155.18,5029700,152.65
2013-02-19,155.69,159.00,155.25,158.65,5103400,156.06
2013-02-15,156.40,156.54,154.08,154.99,4254400,152.46
2013-02-14,153.84,156.72,153.62,155.93,5035800,153.38
2013-02-13,154.11,154.85,153.28,154.52,4369100,152.00
2013-02-12,152.48,154.32,151.79,154.11,4309000,151.59
2013-02-11,151.42,152.87,150.96,152.24,3751400,149.75
2013-02-08,150.78,151.97,150.35,151.60,3612300,149.12
2013-02-07,150.76,152.50,149.00,150.26,4890800,147.81
2013-02-06,149.75,151.14,149.17,151.12,3940600,148.65
2013-02-05,148.35,150.75,148.18,150.45,4219200,147.99
2013-02-04,148.25,148.95,146.62,147.52,4679400,145.11
2013-02-01,148.51,150.40,147.76,149.90,4563800,147.45
2013-01-31,146.26,148.00,146.26,147.86,3680900,145.45
2013-01-30,146.81,147.42,145.91,147.15,4083100,144.75
2013-01-29,144.10,147.50,143.84,147.10,4519800,144.70
2013-01-28,144.43,145.25,143.69,144.15,3045600,141.80
2013-01-25,144.18,145.27,143.30,144.46,4639400,142.10
2013-01-24,145.00,146.74,144.06,144.96,4638200,142.59
2013-01-23,145.78,145.94,144.81,145.56,3948700,143.18
2013-01-22,144.01,146.28,143.34,145.95,5158400,143.57
2013-01-18,141.35,144.81,141.24,144.45,7349000,142.09
2013-01-17,140.89,141.95,139.62,141.01,6596000,138.71
2013-01-16,138.94,141.58,137.90,141.09,10650800,138.79
2013-01-15,135.55,137.26,135.12,135.59,4322800,133.38
2013-01-14,137.19,137.32,135.66,136.13,2855800,133.91
2013-01-11,137.02,137.17,136.13,137.13,3211700,134.89
2013-01-10,135.07,138.15,134.13,137.37,5960700,135.13
2013-01-09,133.40,134.43,133.27,134.32,3666500,132.13
2013-01-08,133.71,133.95,132.70,133.05,2760200,130.88
2013-01-07,134.12,134.51,132.88,134.26,3556900,132.07
2013-01-04,130.93,134.64,130.32,134.51,5234600,132.31
2013-01-03,131.70,131.78,130.07,130.94,4584600,128.80
2013-01-02,131.30,131.66,129.62,131.66,4449000,129.51
2012-12-31,125.42,127.68,124.79,127.56,3623000,125.48
2012-12-28,125.73,126.62,125.34,125.52,1859200,123.47
2012-12-27,127.55,128.30,124.57,126.67,3263500,124.60
2012-12-26,128.16,129.30,127.11,127.16,2210100,125.08
2012-12-24,127.87,128.50,127.40,127.54,1359300,125.46
2012-12-21,126.63,128.95,125.63,128.44,6393300,126.34
2012-12-20,127.35,129.72,126.62,129.72,4402500,127.60
2012-12-19,128.67,129.30,126.81,127.25,5525400,125.17
2012-12-18,124.82,128.00,124.49,127.77,8040300,125.68
2012-12-17,120.19,123.49,120.03,123.49,5476700,121.47
2012-12-14,118.45,120.07,118.30,119.36,3717200,117.41
2012-12-13,117.81,119.16,117.59,118.50,3329100,116.56
2012-12-12,119.29,119.98,118.08,118.09,5372400,116.16
2012-12-11,117.56,119.80,117.04,118.86,5696500,116.92
2012-12-10,116.61,117.17,115.62,117.01,3331900,115.10
2012-12-07,117.77,118.00,116.14,116.57,3960500,114.67
2012-12-06,117.22,117.48,116.20,117.20,2330900,115.29
2012-12-05,117.02,117.90,116.00,117.13,3283000,115.22
2012-12-04,118.12,118.39,116.20,116.58,3591600,114.68
2012-12-03,118.42,119.64,118.07,118.40,3613900,116.47
2012-11-30,117.96,119.44,117.69,117.79,4264300,115.87
2012-11-29,120.00,120.45,118.52,118.73,2980800,116.79
2012-11-28,117.25,119.33,116.57,119.33,3811200,117.38
2012-11-27,120.50,121.34,118.38,118.41,3875200,115.98
2012-11-26,119.16,120.95,118.50,120.94,3371000,118.46
2012-11-23,118.67,120.31,118.27,120.31,1977500,117.85
2012-11-21,118.18,118.23,116.83,117.70,2075200,115.29
2012-11-20,117.93,118.75,117.37,118.09,3304000,115.67
2012-11-19,117.20,119.19,117.19,118.30,3868600,115.88
2012-11-16,115.53,116.57,114.23,115.84,4515900,113.47
2012-11-15,114.51,116.36,113.91,115.44,3702900,113.08
2012-11-14,116.65,117.45,113.88,114.24,3885700,111.90
2012-11-13,115.89,118.35,115.08,116.47,3156600,114.08
2012-11-12,116.79,117.84,116.30,117.24,2453600,114.84
2012-11-09,114.71,117.85,113.84,116.15,4823100,113.77
2012-11-08,119.21,119.84,115.26,115.27,6252100,112.91
2012-11-07,122.80,123.12,117.97,117.98,7075800,115.56
2012-11-06,124.33,126.73,124.30,126.25,3986000,123.66
2012-11-05,123.19,124.46,122.11,124.08,2568700,121.54
2012-11-02,125.35,125.89,123.06,123.25,3188800,120.73
2012-11-01,122.82,124.88,122.36,124.85,3336200,122.29
2012-10-31,119.73,122.60,119.66,122.39,3679700,119.88
2012-10-26,119.24,120.38,118.38,119.44,3960900,116.99
2012-10-25,120.83,122.19,118.65,119.72,4128800,117.27
2012-10-24,119.83,121.35,119.77,119.77,3662000,117.32
2012-10-23,120.47,121.66,118.12,119.00,5818500,116.56
2012-10-22,122.02,124.36,121.92,122.77,3643000,120.26
2012-10-19,124.46,125.17,123.02,123.62,5876400,121.09
2012-10-18,123.80,126.48,123.19,125.15,5375100,122.59
2012-10-17,123.32,125.05,123.05,124.92,6712400,122.36
2012-10-16,124.23,125.97,122.35,123.22,10115900,120.70
2012-10-15,121.70,124.61,120.75,124.50,6412000,121.95
2012-10-12,121.62,122.28,119.89,120.20,4054900,117.74
2012-10-11,120.95,122.94,120.75,121.99,4707200,119.49
2012-10-10,119.50,120.25,119.06,120.08,2829600,117.62
2012-10-09,119.39,120.74,119.02,119.63,3260600,117.18
2012-10-08,118.28,119.72,118.15,119.46,2140400,117.01
2012-10-05,120.83,121.40,118.58,119.31,3938300,116.87
2012-10-04,118.66,120.36,117.93,119.90,3743200,117.44
2012-10-03,117.62,118.17,116.22,117.91,3036400,115.49
2012-10-02,117.55,118.24,117.09,117.25,3681300,114.85
2012-10-01,116.67,119.02,116.40,116.86,5338600,114.47
2012-09-28,115.01,115.01,113.23,113.68,3653700,111.35
2012-09-27,113.74,115.86,113.72,115.23,3898900,112.87
2012-09-26,113.22,113.64,111.90,113.08,5185100,110.76
2012-09-25,117.13,117.65,113.50,113.50,4547700,111.18
2012-09-24,116.34,117.43,114.90,116.60,3697500,114.21
2012-09-21,118.36,118.38,116.56,116.72,8188700,114.33
2012-09-20,117.64,117.82,116.24,117.63,4448100,115.22
2012-09-19,120.37,120.37,119.02,119.02,4818300,116.58
2012-09-18,119.43,120.36,118.75,119.88,3033300,117.42
2012-09-17,120.32,121.11,119.51,119.90,3598300,117.44
2012-09-14,121.26,122.60,120.48,121.36,6187700,118.87
2012-09-13,117.99,121.05,117.68,120.67,5261600,118.20
2012-09-12,117.40,118.46,116.69,118.24,4233700,115.82
2012-09-11,115.23,117.76,115.02,116.69,3898500,114.30
2012-09-10,116.06,116.25,114.54,114.68,4225100,112.33
2012-09-07,113.80,116.75,113.55,116.33,6137100,113.95
2012-09-06,110.61,113.78,110.01,113.54,6521500,111.21
2012-09-05,106.90,110.00,106.79,109.94,6371600,107.69
2012-09-04,105.55,107.25,105.54,106.41,3249200,104.23
2012-08-31,105.41,106.58,105.31,105.72,3264100,103.55
2012-08-30,104.74,105.20,103.95,104.72,2823700,102.58
2012-08-29,105.36,106.29,105.04,105.53,2266900,103.37
2012-08-28,104.46,105.89,104.20,105.03,2611100,102.88
2012-08-27,105.12,105.85,104.58,105.12,2466800,102.52
2012-08-24,103.56,105.22,102.23,104.96,3527100,102.36
2012-08-23,104.59,104.99,103.65,104.08,3583100,101.50
2012-08-22,104.77,106.35,103.67,104.67,4202400,102.08
2012-08-21,105.69,107.34,104.75,105.32,4459800,102.71
2012-08-20,103.32,105.50,103.14,105.28,3860800,102.67
2012-08-17,103.45,103.61,102.80,103.60,2509700,101.03
2012-08-16,103.26,103.93,102.60,103.49,2417900,100.93
2012-08-15,103.35,104.50,103.05,103.13,2452500,100.58
2012-08-14,104.15,105.63,102.91,103.26,3148200,100.70
2012-08-13,102.55,103.97,102.55,103.61,2008600,101.04
2012-08-10,103.37,103.38,102.12,103.02,3121600,100.47
2012-08-09,102.41,104.00,102.30,103.60,2850200,101.03
2012-08-08,102.50,103.31,102.17,102.50,2351100,99.96
2012-08-07,102.38,104.38,102.33,103.24,3845000,100.68
2012-08-06,101.25,102.85,100.75,102.02,2768700,99.49
2012-08-03,99.35,101.36,99.00,100.98,3283100,98.48
2012-08-02,98.50,99.03,96.72,97.81,3980200,95.39
2012-08-01,101.27,101.76,99.82,100.09,3092800,97.61
2012-07-31,100.26,101.78,100.00,100.90,3664000,98.40
2012-07-30,101.15,102.18,100.35,100.88,3659600,98.38
2012-07-27,98.41,102.05,98.12,101.64,6397200,99.12
2012-07-26,97.44,98.20,96.75,98.06,5075800,95.63
2012-07-25,95.06,96.69,94.85,95.96,4578900,93.58
2012-07-24,93.38,94.60,93.21,94.47,5301700,92.13
2012-07-23,91.94,93.42,91.15,93.16,4761200,90.85
2012-07-20,94.47,95.30,94.10,94.16,5543900,91.83
2012-07-19,96.60,96.64,94.55,95.00,6164100,92.65
2012-07-18,97.35,97.81,96.18,96.51,4443200,94.12
2012-07-17,100.24,100.49,97.18,97.98,9502200,95.55
2012-07-16,97.73,98.15,95.96,97.68,4503000,95.26
2012-07-13,94.92,97.86,94.80,97.43,4592400,95.02
2012-07-12,94.34,94.74,93.23,94.02,3187000,91.69
2012-07-11,93.88,95.47,93.75,95.13,4516400,92.77
2012-07-10,94.86,95.30,93.15,94.25,3668600,91.92
2012-07-09,94.84,95.35,93.67,94.47,4121300,92.13
2012-07-06,94.64,96.00,94.50,95.47,3312800,93.11
2012-07-05,98.21,98.21,95.89,95.92,3736900,93.54
2012-07-03,97.13,98.77,96.63,98.60,2251100,96.16
2012-07-02,96.56,97.30,95.59,97.13,3515900,94.72
2012-06-29,96.01,96.18,94.52,95.86,6245300,93.49
2012-06-28,92.09,93.52,91.33,93.49,4413500,91.17
2012-06-27,91.19,93.79,91.02,93.27,3576100,90.96
2012-06-26,91.49,91.83,90.43,91.03,4248000,88.78
2012-06-25,92.36,92.40,90.66,91.22,4211300,88.96
2012-06-22,95.32,95.32,93.16,93.63,6720200,91.31
2012-06-21,96.80,96.87,93.87,93.90,5577700,91.57
2012-06-20,97.01,97.60,95.37,96.55,4941300,94.16
2012-06-19,94.30,97.47,94.15,96.37,5295200,93.98
2012-06-18,95.24,95.27,93.32,93.63,4081400,91.31
2012-06-15,93.68,95.77,92.75,95.66,6186200,93.29
2012-06-14,92.94,94.29,92.51,93.82,4461000,91.50
2012-06-13,93.32,94.42,92.27,92.72,6311000,90.42
2012-06-12,92.91,94.04,92.52,94.04,3668500,91.71
2012-06-11,96.01,96.76,92.66,92.80,4941700,90.50
2012-06-08,93.63,94.84,92.89,94.54,3366700,92.20
2012-06-07,96.64,97.50,93.29,94.00,6068400,91.67
2012-06-06,93.04,95.07,92.90,94.96,6399600,92.61
2012-06-05,90.96,93.00,90.71,92.21,4682900,89.93
2012-06-04,92.76,93.02,90.55,91.00,5332600,88.75
2012-06-01,94.07,94.20,92.19,92.64,5384700,90.35
2012-05-31,94.90,96.65,93.70,95.70,4833000,93.33
2012-05-30,96.68,96.90,94.41,94.61,5713200,92.27
