Date,Open,High,Low,Close,Volume,Adj Close
2013-12-18,152.61,156.69,150.74,156.15,1122400,155.46
2013-12-17,150.62,152.08,148.85,151.53,872800,150.86
2013-12-16,149.60,152.26,149.60,149.94,908400,149.27
2013-12-13,149.25,149.79,147.22,148.85,983100,148.19
2013-12-12,148.13,149.13,147.73,148.63,1036800,147.97
2013-12-11,151.20,151.86,147.69,147.89,867300,147.23
2013-12-10,150.32,155.05,149.26,151.60,935400,150.93
2013-12-09,149.55,152.48,149.29,149.99,835400,149.32
2013-12-06,148.25,150.26,147.40,149.55,755500,148.89
2013-12-05,147.93,148.06,146.22,146.95,648200,146.30
2013-12-04,148.95,150.41,146.57,148.08,715100,147.42
2013-12-03,148.16,149.22,147.54,148.99,783800,148.33
2013-12-02,153.01,153.60,149.09,149.29,595700,148.63
2013-11-29,152.78,154.43,152.22,152.76,267700,152.08
2013-11-27,153.29,154.24,151.67,152.32,447300,151.64
2013-11-26,151.49,154.00,150.89,153.11,589300,152.43
2013-11-25,150.28,152.38,149.56,151.27,791400,150.60
2013-11-22,150.16,151.40,149.35,150.28,836000,149.61
2013-11-21,145.37,150.46,145.37,150.23,934900,149.56
2013-11-20,149.25,150.75,144.51,145.62,1126200,144.97
2013-11-19,148.62,151.65,147.40,149.26,898700,148.60
2013-11-18,151.51,152.93,150.23,150.54,1198200,149.87
2013-11-15,149.90,152.27,149.06,150.84,1575700,150.17
2013-11-14,144.56,150.44,144.56,149.05,1411500,148.39
2013-11-13,141.30,144.53,141.30,144.25,714400,143.61
2013-11-12,142.61,143.70,141.12,142.77,845100,141.51
2013-11-11,144.82,145.53,141.92,142.51,1067200,141.26
2013-11-08,144.02,145.26,142.66,145.25,681800,143.97
2013-11-07,147.63,149.14,143.80,143.95,844000,142.68
2013-11-06,147.63,148.73,146.21,146.53,857100,145.24
2013-11-05,149.40,149.49,147.00,147.85,823700,146.55
2013-11-04,148.24,150.31,147.93,150.26,678800,148.94
2013-11-01,146.02,147.28,145.14,147.06,779100,145.77
2013-10-31,146.56,147.93,145.26,146.01,828200,144.73
2013-10-30,149.00,149.47,144.85,147.03,971600,145.74
2013-10-29,146.32,148.95,145.89,148.93,891000,147.62
2013-10-28,146.50,147.32,144.70,145.99,564900,144.71
2013-10-25,147.60,147.92,144.19,146.18,712200,144.89
2013-10-24,144.58,147.62,143.70,147.26,1090000,145.96
2013-10-23,145.76,147.08,143.74,144.40,1251900,143.13
2013-10-22,140.85,147.44,138.01,146.19,4149700,144.90
2013-10-21,133.25,135.00,129.39,130.97,2373700,129.82
2013-10-18,135.96,136.03,132.40,133.43,1071900,132.26
2013-10-17,132.85,134.87,131.97,134.70,1199200,133.51
2013-10-16,133.12,134.48,131.50,133.74,1106400,132.56
2013-10-15,131.27,132.64,129.57,132.05,1686500,130.89
2013-10-14,138.76,138.76,129.22,131.29,3701600,130.13
2013-10-11,139.67,140.45,138.32,140.42,450900,139.18
2013-10-10,137.51,140.38,136.65,139.36,722700,138.13
2013-10-09,133.72,138.07,132.88,136.13,1120600,134.93
2013-10-08,135.96,137.50,133.66,134.07,1131000,132.89
2013-10-07,138.00,138.75,136.10,136.63,1160000,135.43
2013-10-04,139.42,141.05,138.18,139.68,904700,138.45
2013-10-03,141.52,142.32,138.06,139.42,1877200,138.19
2013-10-02,143.29,143.52,140.41,141.62,2223000,140.37
2013-10-01,146.05,147.11,144.01,144.69,1264700,143.42
2013-09-30,145.48,147.32,144.29,146.44,690200,145.15
2013-09-27,147.48,149.00,146.77,147.41,442500,146.11
2013-09-26,149.22,149.85,146.77,147.66,817900,146.36
2013-09-25,148.55,149.64,146.08,148.51,770200,147.20
2013-09-24,146.31,150.48,145.89,148.78,812100,147.47
2013-09-23,148.20,148.28,144.48,146.31,763500,145.02
2013-09-20,150.23,150.76,147.86,148.05,1256600,146.75
2013-09-19,150.61,151.84,148.98,149.71,1420600,148.39
2013-09-18,144.60,149.81,141.94,149.81,1777200,148.49
2013-09-17,141.18,144.00,140.50,143.03,950400,141.77
2013-09-16,139.70,141.86,139.25,141.24,1541900,140.00
2013-09-13,135.71,137.20,134.73,137.00,739800,135.79
2013-09-12,135.78,137.07,134.50,134.93,670700,133.74
2013-09-11,137.00,137.43,134.86,135.79,1166700,134.60
2013-09-10,136.36,136.99,134.99,136.96,566900,135.75
2013-09-09,132.21,136.46,131.53,135.62,914000,134.43
2013-09-06,130.62,132.50,128.78,131.37,771900,130.21
2013-09-05,131.60,132.01,129.39,129.48,572600,128.34
2013-09-04,128.43,132.00,128.21,131.76,979400,130.60
2013-09-03,131.03,131.16,128.00,128.56,562700,127.43
2013-08-30,129.88,130.61,127.98,128.65,552400,127.52
2013-08-29,128.55,131.50,128.55,129.78,467900,128.64
2013-08-28,128.48,130.20,128.12,128.84,523400,127.71
2013-08-27,131.53,132.47,127.59,128.74,1197600,126.99
2013-08-26,134.12,136.66,132.70,133.10,644200,131.29
2013-08-23,136.90,137.49,134.21,134.30,892900,132.47
2013-08-22,132.15,137.35,132.07,136.86,1019300,135.00
2013-08-21,133.54,134.39,131.32,131.70,915800,129.91
2013-08-20,132.31,135.11,132.30,134.25,644800,132.42
2013-08-19,133.36,134.52,131.79,131.81,716800,130.02
2013-08-16,132.87,135.18,132.47,133.66,1012200,131.84
2013-08-15,130.49,133.02,128.90,132.71,1341100,130.90
2013-08-14,134.30,134.88,131.02,132.46,668100,130.66
2013-08-13,135.20,135.49,132.71,134.42,962000,132.59
2013-08-12,132.45,136.25,132.45,135.06,697300,133.22
2013-08-09,133.00,134.55,132.08,133.26,789100,131.45
2013-08-08,133.34,135.00,132.85,133.01,897600,131.20
2013-08-07,130.71,133.54,130.14,132.77,1265800,130.96
2013-08-06,136.08,137.18,131.37,131.81,1348400,130.02
2013-08-05,137.19,137.82,135.87,137.05,521500,135.18
2013-08-02,136.67,138.33,136.06,137.72,783200,135.85
2013-08-01,135.69,137.18,135.06,136.67,1140500,134.81
2013-07-31,132.12,136.44,131.91,133.94,1299400,132.12
2013-07-30,131.48,131.85,129.79,131.66,807100,129.87
2013-07-29,130.13,131.44,129.51,130.56,787300,128.78
2013-07-26,128.24,130.56,128.04,130.39,988400,128.62
2013-07-25,129.09,131.87,127.04,129.48,1803900,127.72
2013-07-24,131.50,131.98,128.55,129.82,1144800,128.05
2013-07-23,131.76,132.63,130.40,131.04,1312600,129.26
2013-07-22,128.98,132.56,128.55,131.68,1423500,129.89
2013-07-19,126.05,129.99,124.06,128.91,2581500,127.16
2013-07-18,121.24,123.64,118.92,119.37,1774800,117.75
2013-07-17,121.57,122.14,119.25,120.60,979100,118.96
2013-07-16,124.73,124.77,119.72,121.08,1764400,119.43
2013-07-15,123.74,125.19,123.05,124.83,1114000,123.13
2013-07-12,122.98,123.91,122.21,123.35,595400,121.67
2013-07-11,121.98,124.54,121.84,123.36,1701100,121.68
2013-07-10,114.31,120.04,113.84,119.62,1513800,117.99
2013-07-09,114.75,115.45,114.00,114.29,1047400,112.73
2013-07-08,114.82,116.10,113.37,113.59,768100,112.04
2013-07-05,115.28,115.74,111.70,114.50,1093400,112.94
2013-07-03,116.35,116.35,114.30,114.99,665100,113.42
2013-07-02,116.01,117.95,115.67,116.35,1150900,114.77
2013-07-01,115.55,117.76,114.54,115.90,884100,114.32
2013-06-28,115.31,115.74,114.06,114.36,1136000,112.80
2013-06-27,113.72,116.00,112.53,115.43,898000,113.86
2013-06-26,114.85,116.73,111.94,112.55,1226300,111.02
2013-06-25,112.55,116.35,112.55,114.00,1289200,112.45
2013-06-24,111.00,112.97,107.88,111.77,2335900,110.25
2013-06-21,121.79,121.79,110.88,113.32,3302600,111.78
2013-06-20,125.15,125.15,119.25,120.30,1330700,118.66
2013-06-19,129.43,130.11,126.78,126.80,542100,125.07
2013-06-18,130.02,130.34,127.95,129.61,456900,127.85
2013-06-17,130.44,131.59,128.18,129.28,543400,127.52
2013-06-14,127.10,130.21,127.10,129.24,880100,127.48
2013-06-13,122.84,128.26,122.27,127.82,834000,126.08
2013-06-12,124.96,125.38,122.69,122.85,517500,121.18
2013-06-11,124.90,126.62,123.41,124.10,777400,122.41
2013-06-10,125.73,127.62,124.72,126.28,678000,124.56
2013-06-07,123.49,125.18,120.43,124.55,528300,122.85
2013-06-06,119.54,123.10,118.74,122.88,578800,121.21
2013-06-05,121.95,123.51,119.14,119.72,819200,118.09
2013-06-04,126.09,127.47,121.74,122.63,881700,120.96
2013-06-03,127.79,127.91,122.50,126.42,1329500,124.70
2013-05-31,127.92,130.93,127.75,127.76,520600,126.02
2013-05-30,127.98,129.87,127.61,128.93,550100,127.18
2013-05-29,128.57,129.20,126.50,127.77,487300,126.03
2013-05-28,130.99,131.52,128.75,129.61,496300,127.85
2013-05-24,128.91,129.37,126.87,129.19,537000,127.43
2013-05-23,126.22,131.32,125.66,130.58,911600,128.80
2013-05-22,131.83,134.09,127.72,128.72,1230000,126.97
2013-05-21,129.84,131.31,128.74,130.97,784500,129.19
2013-05-20,130.50,131.50,129.15,129.53,513100,127.77
2013-05-17,129.15,130.99,128.95,130.71,719200,128.93
2013-05-16,129.34,130.73,127.99,128.10,832200,126.36
2013-05-15,130.39,130.49,127.81,129.67,765000,127.91
2013-05-14,127.49,129.92,127.44,129.00,1252500,126.63
2013-05-13,127.81,128.57,126.14,127.27,584600,124.93
2013-05-10,124.98,127.99,124.93,127.90,922200,125.55
2013-05-09,123.85,127.33,123.74,124.71,1547800,122.42
2013-05-08,122.65,123.64,121.40,123.60,830000,121.33
2013-05-07,119.07,122.80,118.21,122.65,1011000,120.39
2013-05-06,118.16,119.16,117.50,119.00,697600,116.81
2013-05-03,118.06,120.08,117.79,118.42,1237200,116.24
2013-05-02,113.26,116.30,113.00,116.00,1020700,113.87
2013-05-01,114.08,115.21,112.58,112.90,1190800,110.82
2013-04-30,115.84,116.13,113.14,114.28,1121600,112.18
2013-04-29,116.26,116.48,115.29,116.07,993300,113.94
2013-04-26,117.35,117.75,114.98,116.20,955400,114.06
2013-04-25,119.26,120.47,116.77,117.37,1403900,115.21
2013-04-24,119.81,120.46,112.56,119.25,2433500,117.06
2013-04-23,118.49,122.39,118.08,122.00,1910800,119.76
2013-04-22,117.51,118.56,114.86,118.02,878100,115.85
2013-04-19,112.90,118.16,112.26,117.13,1325300,114.98
2013-04-18,116.79,117.14,111.93,112.34,1300000,110.27
2013-04-17,115.57,117.00,115.29,116.53,892100,114.39
2013-04-16,114.15,116.95,114.15,116.78,1018200,114.63
2013-04-15,118.03,118.82,113.12,113.12,870500,111.04
2013-04-12,119.17,120.00,117.75,119.00,526700,116.81
2013-04-11,117.90,120.41,117.75,119.59,881600,117.39
2013-04-10,115.58,118.03,115.04,117.96,795900,115.79
2013-04-09,114.54,116.91,114.54,115.23,789400,113.11
2013-04-08,113.13,114.48,111.82,114.46,722100,112.36
2013-04-05,110.24,113.54,108.96,113.40,989300,111.31
2013-04-04,112.51,113.19,111.35,112.08,920800,110.02
2013-04-03,115.34,116.10,111.96,112.61,1719400,110.54
2013-04-02,116.50,117.19,114.59,114.99,1149200,112.88
2013-04-01,118.40,118.92,115.89,116.07,1011200,113.94
2013-03-28,116.23,118.85,116.12,118.46,1373100,116.28
2013-03-27,113.24,116.56,113.22,116.23,1518800,114.09
2013-03-26,114.74,114.79,113.81,114.29,758200,112.19
2013-03-25,114.88,115.74,113.01,113.76,1001400,111.67
2013-03-22,114.40,114.89,113.25,114.39,538600,112.29
2013-03-21,115.74,115.91,113.57,113.84,840600,111.75
2013-03-20,116.00,117.33,115.36,116.28,731600,114.14
2013-03-19,115.25,116.09,113.84,115.17,900500,113.05
2013-03-18,114.29,115.70,112.63,114.84,690100,112.73
2013-03-15,116.90,117.57,114.90,115.20,1561700,113.08
2013-03-14,118.36,118.85,117.09,117.49,1304100,115.33
2013-03-13,118.75,119.05,116.82,118.13,1158900,115.96
2013-03-12,119.01,119.54,117.85,118.86,1013100,116.67
2013-03-11,117.77,119.68,117.77,119.29,1553500,117.10
2013-03-08,117.80,119.29,116.53,117.75,1719300,115.58
2013-03-07,118.28,118.31,116.00,116.08,1667900,113.95
2013-03-06,118.91,119.99,117.94,118.51,1775500,116.33
2013-03-05,117.95,120.00,117.16,118.88,2092100,116.69
2013-03-04,113.97,117.63,113.60,117.36,2083100,115.20
2013-03-01,112.02,114.49,110.90,114.35,1657300,112.25
2013-02-28,111.08,114.30,110.84,112.95,1227000,110.87
2013-02-27,109.71,111.50,109.62,111.04,1080000,109.00
2013-02-26,108.24,110.55,107.85,110.10,1166700,107.58
2013-02-25,109.70,110.53,107.11,107.11,1588800,104.66
2013-02-22,107.22,110.13,106.95,109.55,1250400,107.05
2013-02-21,107.10,107.25,104.06,107.11,1774700,104.66
2013-02-20,112.69,112.89,107.22,107.57,1129600,105.11
2013-02-19,111.36,112.86,109.11,112.61,1491900,110.04
2013-02-15,111.18,111.62,110.20,111.33,922200,108.79
2013-02-14,110.22,111.40,110.13,111.00,633100,108.46
2013-02-13,110.88,111.65,110.24,110.98,1124700,108.44
2013-02-12,106.72,110.83,106.61,110.81,1204200,108.28
2013-02-11,107.33,108.22,105.93,106.47,777100,104.04
2013-02-08,107.00,107.95,106.68,107.32,596800,104.87
2013-02-07,108.69,109.76,106.84,107.00,1595500,104.56
2013-02-06,109.81,111.10,107.95,108.40,1375000,105.92
2013-02-05,112.23,112.58,110.26,110.89,1101800,108.36
2013-02-04,111.63,113.78,111.34,111.61,993400,109.06
2013-02-01,114.65,115.50,112.46,112.74,1264000,110.16
2013-01-31,112.65,115.67,110.35,115.38,2924800,112.74
2013-01-30,109.10,109.70,107.92,108.72,1166900,106.24
2013-01-29,106.20,109.52,105.23,109.36,871100,106.86
2013-01-28,110.83,111.04,104.39,106.29,1655800,103.86
2013-01-25,110.51,111.25,109.26,109.68,973900,107.17
2013-01-24,107.70,111.58,107.61,110.02,1486200,107.51
2013-01-23,103.62,108.17,103.41,107.70,2803400,105.24
2013-01-22,102.34,104.17,101.86,103.92,1046900,101.55
2013-01-18,107.11,107.19,101.74,102.31,2016100,99.97
2013-01-17,103.51,107.63,103.11,107.40,1233400,104.95
2013-01-16,104.26,104.41,102.66,102.80,1024200,100.45
2013-01-15,104.46,105.58,103.96,104.43,712100,102.04
2013-01-14,105.00,105.46,103.75,105.43,987700,103.02
2013-01-11,106.18,106.39,104.87,105.05,552200,102.65
2013-01-10,106.02,106.56,105.05,105.78,667200,103.36
2013-01-09,105.51,107.74,105.51,105.81,830500,103.39
2013-01-08,103.67,105.52,103.29,105.01,875100,102.61
2013-01-07,105.60,105.76,103.82,104.37,797600,101.99
2013-01-04,106.79,106.93,105.81,105.99,606500,103.57
2013-01-03,107.13,107.94,105.78,106.90,1036900,104.46
2013-01-02,103.74,107.21,103.72,107.17,1643900,104.72
2012-12-31,98.96,102.00,98.77,101.75,810300,99.43
2012-12-28,100.44,100.60,99.00,99.02,781200,96.76
2012-12-27,99.80,101.40,99.67,101.16,976100,98.85
2012-12-26,100.79,101.27,98.91,99.74,481400,97.46
2012-12-24,100.86,102.05,100.44,100.60,238300,98.30
2012-12-21,100.49,102.73,100.08,101.38,1670600,99.06
2012-12-20,102.08,102.78,100.79,102.33,905400,99.99
2012-12-19,102.80,103.89,100.48,102.15,1542500,99.82
2012-12-18,101.26,104.21,99.27,102.72,1981100,100.37
2012-12-17,100.50,101.73,100.06,101.35,1079900,99.03
2012-12-14,100.68,101.44,99.78,100.10,652600,97.81
2012-12-13,100.99,102.57,100.63,101.12,848700,98.81
2012-12-12,99.79,102.27,99.37,101.30,1372000,98.99
2012-12-11,100.10,100.33,97.45,99.36,1039200,97.09
2012-12-10,97.61,99.90,97.35,99.66,970000,97.38
2012-12-07,97.83,98.52,97.34,98.01,1200500,95.77
2012-12-06,98.60,98.93,96.55,97.60,1463000,95.37
2012-12-05,100.35,100.54,98.46,98.62,988200,96.37
2012-12-04,100.98,101.40,99.91,100.42,991400,98.13
2012-12-03,102.26,102.60,100.68,100.96,747300,98.65
2012-11-30,102.37,102.50,100.81,101.84,854200,99.51
2012-11-29,102.77,103.50,101.11,102.52,974300,100.18
2012-11-28,100.19,103.28,99.61,102.59,1586300,100.25
2012-11-27,100.90,102.05,99.59,100.19,1456300,97.90
2012-11-26,101.89,102.98,100.61,100.99,844700,98.68
2012-11-23,101.21,102.73,101.00,102.73,372500,100.38
2012-11-21,101.09,102.53,100.47,101.03,1035700,98.72
2012-11-20,97.89,101.78,97.68,100.91,1403900,98.60
2012-11-19,97.36,99.70,97.03,98.12,864300,95.88
2012-11-16,94.69,96.92,93.91,96.16,1188600,93.96
2012-11-15,95.63,97.08,93.50,93.96,1660000,91.81
2012-11-14,97.46,100.55,94.73,95.14,1699100,92.97
2012-11-13,96.33,98.20,95.95,96.95,1269400,94.25
2012-11-12,96.95,97.38,95.38,96.48,1131000,93.79
2012-11-09,96.98,98.51,94.50,96.61,1367500,93.92
2012-11-08,97.59,98.28,96.89,97.35,1333700,94.64
2012-11-07,97.31,98.89,95.68,97.80,1217600,95.07
2012-11-06,98.64,99.50,97.71,98.15,1182600,95.41
2012-11-05,97.73,98.69,97.38,98.16,1199600,95.42
2012-11-02,99.92,100.55,98.15,98.15,1221700,95.41
2012-11-01,98.39,100.66,97.89,100.56,1601300,97.76
2012-10-31,95.75,98.28,95.55,97.68,1605300,94.96
2012-10-26,94.72,96.19,93.65,95.29,1266100,92.63
2012-10-25,95.11,96.35,94.08,94.88,1896200,92.23
2012-10-24,95.43,97.96,95.23,95.24,3959000,92.58
2012-10-23,89.13,94.34,86.25,93.81,5688400,91.19
2012-10-22,86.71,86.90,84.69,86.31,1032000,83.90
2012-10-19,87.29,87.72,86.42,87.05,997200,84.62
2012-10-18,86.80,87.86,86.35,87.19,849600,84.76
2012-10-17,85.11,88.91,85.11,87.11,1556500,84.68
2012-10-16,84.77,85.08,83.72,84.85,997800,82.48
2012-10-15,83.93,84.54,83.32,84.10,852200,81.75
2012-10-12,84.92,85.40,82.87,83.58,728400,81.25
2012-10-11,85.01,85.68,84.06,84.82,894600,82.45
2012-10-10,84.48,85.01,83.58,84.10,984400,81.75
2012-10-09,86.28,86.94,84.17,84.21,888700,81.86
2012-10-08,85.25,87.13,85.25,86.55,753500,84.14
2012-10-05,85.56,87.54,85.20,85.57,827600,83.18
2012-10-04,85.42,85.90,84.81,85.00,475800,82.63
2012-10-03,84.08,85.88,83.33,84.92,1013500,82.55
2012-10-02,82.98,84.24,82.94,83.84,1120800,81.50
2012-10-01,83.19,84.07,82.35,82.57,1072500,80.27
2012-09-28,82.99,83.65,81.84,82.91,1016000,80.60
2012-09-27,82.50,83.64,81.76,83.48,798900,81.15
2012-09-26,83.44,83.66,80.61,81.84,1343200,79.56
2012-09-25,85.82,85.98,83.32,83.34,935000,81.02
2012-09-24,84.91,86.37,84.22,85.68,955000,83.29
2012-09-21,85.47,86.47,85.00,85.22,1423100,82.84
2012-09-20,84.57,85.59,83.61,84.50,1131300,82.14
2012-09-19,82.87,85.30,82.50,85.01,1324000,82.64
2012-09-18,82.92,83.97,82.20,82.88,1038300,80.57
2012-09-17,83.00,84.09,82.30,83.33,1018600,81.01
2012-09-14,80.91,84.05,80.76,83.34,1323200,81.02
2012-09-13,80.09,81.40,78.34,80.93,1440100,78.67
2012-09-12,79.86,80.70,79.81,80.49,883300,78.25
2012-09-11,78.52,80.08,78.31,79.65,1100900,77.43
2012-09-10,78.29,79.75,77.56,78.51,869200,76.32
2012-09-07,77.77,78.58,77.36,78.02,713100,75.84
2012-09-06,75.97,78.82,75.97,77.76,1100600,75.59
2012-09-05,76.02,76.39,74.72,75.25,1263700,73.15
2012-09-04,74.23,77.38,74.23,76.04,1188200,73.92
2012-08-31,75.31,76.48,74.64,75.46,1260500,73.36
2012-08-30,74.05,74.66,73.70,74.31,644100,72.24
2012-08-29,74.15,74.85,73.36,74.68,664100,72.60
2012-08-28,74.03,75.00,73.83,73.98,731700,71.43
2012-08-27,74.56,75.06,73.67,74.04,819300,71.49
2012-08-24,73.70,74.83,73.45,74.35,486000,71.79
2012-08-23,74.33,75.56,73.65,74.01,554200,71.46
2012-08-22,73.43,75.23,73.31,74.63,825700,72.06
2012-08-21,73.68,74.65,73.18,73.43,850300,70.90
2012-08-20,75.03,75.03,73.14,73.65,803900,71.11
2012-08-17,74.31,75.70,74.09,75.27,1411200,72.68
2012-08-16,71.77,74.97,71.75,73.82,1378500,71.28
2012-08-15,71.58,72.14,71.47,71.77,1065000,69.30
2012-08-14,72.17,72.87,71.33,71.52,870300,69.06
2012-08-13,71.79,72.32,71.06,71.73,594900,69.26
2012-08-10,70.95,72.04,70.88,71.84,840900,69.36
2012-08-09,71.68,72.21,70.71,71.22,814700,68.77
2012-08-08,70.54,72.56,69.94,71.67,1213600,69.20
2012-08-07,70.46,71.77,70.46,70.86,1035400,68.42
2012-08-06,69.55,71.00,69.00,70.02,1245800,67.61
2012-08-03,68.71,70.26,68.19,69.54,1828200,67.14
2012-08-02,66.70,67.28,65.93,66.85,802900,64.55
2012-08-01,67.97,68.26,66.41,67.40,707100,65.08
2012-07-31,68.23,68.39,67.28,67.56,684900,65.23
2012-07-30,68.62,69.75,67.09,68.23,1807800,65.88
2012-07-27,67.14,69.27,66.83,68.61,1170900,66.25
2012-07-26,65.82,67.23,65.01,66.90,1370000,64.59
2012-07-25,63.22,65.49,62.92,64.61,1956500,62.38
2012-07-24,62.69,65.64,61.46,62.25,4256200,60.11
2012-07-23,66.12,69.13,66.02,67.31,2065100,64.99
2012-07-20,67.88,68.45,67.44,67.61,978800,65.28
2012-07-19,66.66,68.96,66.66,68.46,4024600,66.10
2012-07-18,64.27,65.49,63.31,65.04,2063500,62.80
2012-07-17,62.46,63.57,61.53,63.44,1300300,61.25
2012-07-16,62.85,63.14,61.45,61.98,907900,59.84
2012-07-13,61.96,63.33,61.73,62.82,897200,60.66
2012-07-12,61.23,62.20,59.85,61.70,1958900,59.57
2012-07-11,60.78,62.01,60.37,61.90,1288800,59.77
2012-07-10,62.26,62.57,60.07,60.66,1257200,58.57
2012-07-09,62.81,62.83,61.46,61.90,878100,59.77
2012-07-06,62.44,62.97,61.64,62.82,929200,60.66
2012-07-05,62.90,63.89,62.09,63.26,988500,61.08
2012-07-03,61.71,62.94,61.62,62.94,722100,60.77
2012-07-02,61.43,61.61,60.41,61.53,1377800,59.41
2012-06-29,59.19,61.16,58.77,61.16,2346700,59.05
2012-06-28,56.26,57.61,55.57,57.44,1201100,55.46
2012-06-27,55.72,57.54,55.72,56.85,1432700,54.89
2012-06-26,54.87,56.01,54.08,55.44,1708300,53.53
2012-06-25,55.94,56.35,54.53,54.86,1714000,52.97
2012-06-22,58.40,58.79,56.42,56.73,1791200,54.78
2012-06-21,61.72,61.95,57.92,58.16,1529000,56.16
2012-06-20,62.14,62.77,61.43,61.80,969200,59.67
2012-06-19,60.32,62.59,60.32,62.14,1117400,60.00
2012-06-18,59.00,60.67,58.37,60.23,1173100,58.15
2012-06-15,58.39,59.24,58.21,59.11,1591600,57.07
2012-06-14,58.46,59.10,57.69,58.04,1367700,56.04
2012-06-13,59.27,59.54,57.81,58.24,1797200,56.23
2012-06-12,59.19,59.73,58.53,59.60,1477600,57.55
2012-06-11,61.39,61.49,58.73,58.83,1273700,56.80
2012-06-08,59.67,61.13,59.16,60.83,974400,58.73
2012-06-07,61.58,61.96,59.72,60.01,1861200,57.94
2012-06-06,59.31,60.95,58.94,60.79,1470800,58.70
2012-06-05,56.88,59.02,56.70,58.86,1068100,56.83
2012-06-04,57.78,58.26,55.62,57.27,1852200,55.30
2012-06-01,60.60,60.61,57.51,57.81,2075200,55.82
2012-05-31,63.02,63.16,60.45,61.88,1872400,59.75
